"type","age","simulation","node","exist","N_nodes"
"consensus",7,10,66,35,TRUE
"consensus",7,10,67,35,TRUE
"consensus",7,10,68,35,TRUE
"consensus",7,10,69,35,TRUE
"consensus",7,10,70,35,TRUE
"consensus",7,10,75,35,FALSE
"consensus",7,10,76,35,TRUE
"consensus",7,10,77,35,TRUE
"consensus",7,10,78,35,TRUE
"consensus",7,10,84,35,TRUE
"consensus",7,10,85,35,TRUE
"consensus",8,10,51,33,TRUE
"consensus",8,10,52,33,TRUE
"consensus",8,10,53,33,TRUE
"consensus",8,10,54,33,TRUE
"consensus",8,10,55,33,TRUE
"consensus",8,10,56,33,TRUE
"consensus",8,10,57,33,TRUE
"consensus",8,10,58,33,TRUE
"consensus",8,10,60,33,FALSE
"consensus",8,10,61,33,TRUE
"consensus",8,10,62,33,TRUE
"consensus",8,10,63,33,TRUE
"consensus",8,10,64,33,TRUE
"consensus",8,10,65,33,TRUE
"consensus",8,10,66,33,TRUE
"consensus",8,10,67,33,TRUE
"consensus",8,10,68,33,TRUE
"consensus",8,10,73,33,TRUE
"consensus",8,10,74,33,TRUE
"consensus",8,10,75,33,TRUE
"consensus",8,10,76,33,TRUE
"consensus",8,10,77,33,TRUE
"consensus",9,10,51,28,TRUE
"consensus",9,10,52,28,TRUE
"consensus",9,10,53,28,TRUE
"consensus",9,10,54,28,TRUE
"consensus",9,10,55,28,TRUE
"consensus",9,10,56,28,TRUE
"consensus",9,10,57,28,TRUE
"consensus",9,10,58,28,TRUE
"consensus",9,10,66,28,TRUE
"consensus",9,10,67,28,TRUE
"consensus",9,10,68,28,TRUE
"consensus",9,10,69,28,TRUE
"consensus",9,10,70,28,TRUE
"consensus",9,10,71,28,TRUE
"consensus",9,10,76,28,TRUE
"consensus",9,10,77,28,TRUE
"consensus",9,10,78,28,TRUE
"consensus",1,11,51,44,TRUE
"consensus",1,11,52,44,TRUE
"consensus",1,11,53,44,TRUE
"consensus",1,11,54,44,TRUE
"consensus",1,11,55,44,TRUE
"consensus",1,11,56,44,TRUE
"consensus",1,11,57,44,TRUE
"consensus",1,11,58,44,TRUE
"consensus",1,11,59,44,TRUE
"consensus",1,11,60,44,TRUE
"consensus",1,11,61,44,TRUE
"consensus",1,11,62,44,TRUE
