trait,sens,mean_value,cognate_id,max_value,ratio_value_max,n_traits,mean_outgroup,root_form,mean_root_age
97,bad,4.876,852,5.423,0.899,75,0.042,NA,8.213838621645293
98,bad,5.306,7332,5.423,0.978,75,0.042,NA,8.213838621645293
99,bad,4.317,2190,5.423,0.796,75,0.042,NA,8.213838621645293
100,bad,3.539,2195,5.423,0.653,75,0.042,NA,8.213838621645293
101,bad,5.219,2137,5.423,0.962,75,0.042,NA,8.213838621645293
102,bad,2.523,2038,5.423,0.465,75,0.042,NA,8.213838621645293
103,bad,2.311,1197,5.423,0.426,75,0.042,*g̑ʰu̯el-,8.213838621645293
104,bad,1.128,181,5.423,0.208,75,0.042,*slei̯g̑-,8.213838621645293
105,bad,1.407,1106,5.423,0.259,75,0.042,NA,8.213838621645293
106,bad,0.773,4823,5.423,0.143,75,0.042,NA,8.213838621645293
107,bad,0.441,3853,5.423,0.081,75,0.042,NA,8.213838621645293
108,bad,1.986,2192,5.423,0.366,75,0.042,NA,8.213838621645293
110,bad,1.293,7542,5.423,0.238,75,0.042,NA,8.213838621645293
111,bad,3.854,7088,5.423,0.711,75,0.042,NA,8.213838621645293
112,bad,1.835,7086,5.423,0.338,75,0.042,NA,8.213838621645293
114,bad,0.77,6597,5.423,0.142,75,0.042,NA,8.213838621645293
117,bad,0.445,4895,5.423,0.082,75,0.042,*(s)leb-,8.213838621645293
118,bad,2.606,4889,5.423,0.481,75,0.042,NA,8.213838621645293
119,bad,1.493,4813,5.423,0.275,75,0.042,NA,8.213838621645293
120,bad,5.423,3299,5.423,1,75,0.042,NA,8.213838621645293
121,bad,2.773,3192,5.423,0.511,75,0.042,NA,8.213838621645293
122,bad,0.779,2196,5.423,0.144,75,0.042,*keh₂p-,8.213838621645293
123,bad,1.977,2191,5.423,0.365,75,0.042,*u̯endʰ-,8.213838621645293
124,bad,0.772,970,5.423,0.142,75,0.042,NA,8.213838621645293
172,bark,2.745,7796,5.397,0.509,43,0,*(s)ker-,8.213838621645293
173,bark,5.004,182,5.397,0.927,43,0,*(s)kert-,8.213838621645293
174,bark,5.219,971,5.397,0.967,43,0,*reu̯H-,8.213838621645293
175,bark,4.36,5,5.397,0.808,43,0,NA,8.213838621645293
176,bark,2.611,1305,5.397,0.484,43,0,NA,8.213838621645293
177,bark,5.306,1574,5.397,0.983,43,0,NA,8.213838621645293
178,bark,4.26,750,5.397,0.789,43,0,NA,8.213838621645293
179,bark,3.42,1438,5.397,0.634,43,0,NA,8.213838621645293
180,bark,5.397,1798,5.397,1,43,0,NA,8.213838621645293
181,bark,0.756,2465,5.397,0.14,43,0,NA,8.213838621645293
182,bark,2.606,570,5.397,0.483,43,0,NA,8.213838621645293
183,bark,2.09,9120,5.397,0.387,43,0,NA,8.213838621645293
184,bark,2.505,6796,5.397,0.464,43,0,NA,8.213838621645293
185,bark,0.775,6445,5.397,0.144,43,0,NA,8.213838621645293
186,bark,3.661,5413,5.397,0.678,43,0,NA,8.213838621645293
187,bark,1.054,5309,5.397,0.195,43,0,NA,8.213838621645293
188,bark,0.757,3230,5.397,0.14,43,0,NA,8.213838621645293
215,belly,8.069,854,8.069,1,45,0.042,?*(H)u̯ed-,8.213838621645293
216,belly,3.472,1218,8.069,0.43,45,0.042,*bʰreu̯s-,8.213838621645293
217,belly,2.736,2238,8.069,0.339,45,0.042,*gʷi̯eh₃-,8.213838621645293
218,belly,4.349,9624,8.069,0.539,45,0.042,NA,8.213838621645293
219,belly,4.26,752,8.069,0.528,45,0.042,NA,8.213838621645293
220,belly,5.219,8346,8.069,0.647,45,0.042,*bʰelg̑ʰ-,8.213838621645293
221,belly,2.957,3404,8.069,0.367,45,0.042,NA,8.213838621645293
222,belly,1.905,3167,8.069,0.236,45,0.042,NA,8.213838621645293
223,belly,4.205,1980,8.069,0.521,45,0.042,NA,8.213838621645293
224,belly,3.089,1454,8.069,0.383,45,0.042,*k̑eu̯H-,8.213838621645293
225,belly,1.472,9121,8.069,0.182,45,0.042,NA,8.213838621645293
226,belly,0.845,4985,8.069,0.105,45,0.042,NA,8.213838621645293
227,belly,2.606,3344,8.069,0.323,45,0.042,NA,8.213838621645293
228,belly,2.519,2199,8.069,0.312,45,0.042,NA,8.213838621645293
229,belly,1.883,1198,8.069,0.233,45,0.042,*terh₁-,8.213838621645293
231,belly,2.505,6095,8.069,0.31,45,0.042,NA,8.213838621645293
232,belly,0.889,5921,8.069,0.11,45,0.042,NA,8.213838621645293
233,belly,3.128,5285,8.069,0.388,45,0.042,NA,8.213838621645293
234,belly,2.778,4121,8.069,0.344,45,0.042,NA,8.213838621645293
235,belly,2.758,3772,8.069,0.342,45,0.042,NA,8.213838621645293
237,belly,0.757,3269,8.069,0.094,45,0.042,NA,8.213838621645293
239,belly,2.664,2200,8.069,0.33,45,0.042,NA,8.213838621645293
240,belly,1.168,973,8.069,0.145,45,0.042,NA,8.213838621645293
241,belly,2.752,359,8.069,0.341,45,0.042,*bʰer-,8.213838621645293
260,big,8.214,360,8.214,1,47,0,*meg̑-,8.213838621645293
261,big,2.611,7106,8.214,0.318,47,0,*steh₂-,8.213838621645293
262,big,2.745,1219,8.214,0.334,47,0,*u̯elH-,8.213838621645293
263,big,3.112,855,8.214,0.379,47,0,NA,8.213838621645293
264,big,2.285,185,8.214,0.278,47,0,*gʰreu̯d-,8.213838621645293
265,big,5.219,1686,8.214,0.635,47,0,*meh₁-,8.213838621645293
266,big,5.582,753,8.214,0.68,47,0,NA,8.213838621645293
267,big,1.98,4355,8.214,0.241,47,0,NA,8.213838621645293
268,big,2.103,9124,8.214,0.256,47,0,NA,8.213838621645293
269,big,1.004,1108,8.214,0.122,47,0,*gelH-,8.213838621645293
270,big,0.441,9853,8.214,0.054,47,0,NA,8.213838621645293
271,big,2.09,9126,8.214,0.254,47,0,NA,8.213838621645293
272,big,3.256,7611,8.214,0.396,47,0,NA,8.213838621645293
273,big,2.553,6697,8.214,0.311,47,0,NA,8.213838621645293
274,big,3.227,1981,8.214,0.393,47,0,NA,8.213838621645293
275,big,2.424,6172,8.214,0.295,47,0,*seh₂-,8.213838621645293
276,big,4.37,3769,8.214,0.532,47,0,NA,8.213838621645293
278,big,2.854,3302,8.214,0.347,47,0,NA,8.213838621645293
279,big,0.86,2469,8.214,0.105,47,0,NA,8.213838621645293
307,bird,8.203,8378,8.203,1,29,0.062,*pet-,8.213838621645293
308,bird,7.956,856,8.203,0.97,29,0.062,*h₂eu̯-i-,8.213838621645293
309,bird,5.521,1109,8.203,0.673,29,0.062,NA,8.213838621645293
310,bird,7.201,7,8.203,0.878,29,0.062,NA,8.213838621645293
311,bird,4.349,186,8.203,0.53,29,0.062,?*pleu̯k-,8.213838621645293
312,bird,5.027,2204,8.203,0.613,29,0.062,NA,8.213838621645293
313,bird,3.17,1455,8.203,0.386,29,0.062,NA,8.213838621645293
314,bird,6.325,754,8.203,0.771,29,0.062,NA,8.213838621645293
315,bird,3.272,1831,8.203,0.399,29,0.062,NA,8.213838621645293
316,bird,5.288,4903,8.203,0.645,29,0.062,*h₃er-,8.213838621645293
317,bird,1.639,9127,8.203,0.2,29,0.062,*bʰeh₂g̑ʰu-,8.213838621645293
318,bird,1.51,8376,8.203,0.184,29,0.062,NA,8.213838621645293
319,bird,0.225,7749,8.203,0.027,29,0.062,NA,8.213838621645293
320,bird,0.757,6795,8.203,0.092,29,0.062,NA,8.213838621645293
321,bird,2.664,2470,8.203,0.325,29,0.062,NA,8.213838621645293
322,bird,2.752,361,8.203,0.336,29,0.062,*g̑ʰu̯eh₂gʰV- ,8.213838621645293
336,bite,5.521,6014,5.521,1,44,0.048,NA,8.213838621645293
337,bite,5.337,1456,5.521,0.967,44,0.048,*denk̑-,8.213838621645293
339,bite,4.349,187,5.521,0.788,44,0.048,*bʰei̯d-,8.213838621645293
340,bite,5.004,8401,5.521,0.906,44,0.048,*h₂merd-,8.213838621645293
341,bite,2.329,2028,5.521,0.422,44,0.048,*gʷreu̯Hg̑ʰ-,8.213838621645293
342,bite,5.272,3753,5.521,0.955,44,0.048,NA,8.213838621645293
343,bite,2.033,1594,5.521,0.368,44,0.048,*(s)kert-,8.213838621645293
344,bite,4.318,2106,5.521,0.782,44,0.048,NA,8.213838621645293
345,bite,2.024,4968,5.521,0.367,44,0.048,*Hd-ónt-,8.213838621645293
346,bite,2.606,5942,5.521,0.472,44,0.048,NA,8.213838621645293
347,bite,1.183,975,5.521,0.214,44,0.048,NA,8.213838621645293
348,bite,3.676,8710,5.521,0.666,44,0.048,NA,8.213838621645293
349,bite,0.225,7750,5.521,0.041,44,0.048,NA,8.213838621645293
350,bite,1.835,7544,5.521,0.332,44,0.048,NA,8.213838621645293
351,bite,2.664,7228,5.521,0.483,44,0.048,*dʰei̯h₂gʷ-,8.213838621645293
352,bite,0.889,5904,5.521,0.161,44,0.048,NA,8.213838621645293
353,bite,1.136,4357,5.521,0.206,44,0.048,*bʰresdʰ-,8.213838621645293
354,bite,2.773,4092,5.521,0.502,44,0.048,*gʰrebh₂-,8.213838621645293
355,bite,0.757,1661,5.521,0.137,44,0.048,NA,8.213838621645293
356,bite,1.85,1110,5.521,0.335,44,0.048,NA,8.213838621645293
357,bite,0.77,362,5.521,0.139,44,0.048,NA,8.213838621645293
380,bitter,7.25,8319,7.25,1,29,0,*(s)tei̯g-,8.213838621645293
381,bitter,2.745,6086,7.25,0.379,29,0,*gʷʰer-,8.213838621645293
382,bitter,4.349,5262,7.25,0.6,29,0,*bʰei̯d-,8.213838621645293
383,bitter,5.004,5172,7.25,0.69,29,0,?*h₂em-,8.213838621645293
384,bitter,5.219,6371,7.25,0.72,29,0,NA,8.213838621645293
385,bitter,5.306,5056,7.25,0.732,29,0,*pei̯k̑-,8.213838621645293
386,bitter,5.42,6790,7.25,0.748,29,0,NA,8.213838621645293
387,bitter,0.441,9855,7.25,0.061,29,0,NA,8.213838621645293
388,bitter,1.356,6443,7.25,0.187,29,0,NA,8.213838621645293
389,bitter,2.752,6439,7.25,0.38,29,0,*h₂ei̯dʰ-,8.213838621645293
391,bitter,0.757,6792,7.25,0.104,29,0,NA,8.213838621645293
392,bitter,4.523,6293,7.25,0.624,29,0,*(s)kert-,8.213838621645293
393,bitter,2.606,5893,7.25,0.359,29,0,NA,8.213838621645293
394,bitter,0.86,5435,7.25,0.119,29,0,*(h₁)reu̯g̑-,8.213838621645293
409,black,7.743,1111,7.743,1,28,0.111,*k⁽ʷ⁾ers-,8.213838621645293
410,black,7.116,573,7.743,0.919,28,0.111,*k̑i̯eh₁-,8.213838621645293
411,black,2.778,1575,7.743,0.359,28,0.111,*melh₂-,8.213838621645293
412,black,4.349,188,7.743,0.562,28,0.111,*su̯ord-o-,8.213838621645293
413,black,5.004,858,7.743,0.646,28,0.111,NA,8.213838621645293
414,black,5.219,976,7.743,0.674,28,0.111,*dʰeu̯b-,8.213838621645293
415,black,5.417,756,7.743,0.7,28,0.111,NA,8.213838621645293
416,black,3.177,1457,7.743,0.41,28,0.111,NA,8.213838621645293
417,black,5.372,6740,7.743,0.694,28,0.111,NA,8.213838621645293
418,black,2.606,4891,7.743,0.337,28,0.111,NA,8.213838621645293
419,black,3.508,3752,7.743,0.453,28,0.111,*(s)re⁽g̑⁾-,8.213838621645293
420,black,2.752,363,7.743,0.355,28,0.111,NA,8.213838621645293
421,black,2.239,8021,7.743,0.289,28,0.111,*dʰeu̯s-,8.213838621645293
422,black,5.423,4380,7.743,0.7,28,0.111,*dʰengʷ-,8.213838621645293
423,black,0.302,2473,7.743,0.039,28,0.111,*pe⁽k̑⁾tu-,8.213838621645293
424,black,2.664,2222,7.743,0.344,28,0.111,NA,8.213838621645293
425,black,2.294,1343,7.743,0.296,28,0.111,NA,8.213838621645293
426,black,4.132,9,7.743,0.534,28,0.111,*temH-,8.213838621645293
437,blood,8.214,859,8.214,1,14,0.091,"*h₁ésh₂-r̥, *h₁sh₂-én-",8.213838621645293
438,blood,5.521,1112,8.214,0.672,14,0.091,*kreu̯h₂-,8.213838621645293
439,blood,6.593,2239,8.214,0.803,14,0.091,*(h₁)reu̯dʰ-,8.213838621645293
440,blood,6.379,687,8.214,0.777,14,0.091,NA,8.213838621645293
441,blood,4.349,189,8.214,0.529,14,0.091,NA,8.213838621645293
442,blood,5.306,1458,8.214,0.646,14,0.091,NA,8.213838621645293
443,blood,2.957,977,8.214,0.36,14,0.091,NA,8.213838621645293
444,blood,2.776,1687,8.214,0.338,14,0.091,*u̯elh₂-,8.213838621645293
445,blood,4.631,6611,8.214,0.564,14,0.091,*(s)re⁽g̑⁾-,8.213838621645293
446,blood,2.752,364,8.214,0.335,14,0.091,*sokʷo-,8.213838621645293
447,blood,0.757,3276,8.214,0.092,14,0.091,NA,8.213838621645293
451,bone,8.214,519,8.214,1,21,0.1,*h₂ost-,8.213838621645293
452,bone,2.745,1114,8.214,0.334,21,0.1,NA,8.213838621645293
453,bone,4.349,191,8.214,0.529,21,0.1,NA,8.213838621645293
454,bone,5.86,11,8.214,0.713,21,0.1,NA,8.213838621645293
455,bone,2.766,9857,8.214,0.337,21,0.1,NA,8.213838621645293
456,bone,4.56,1847,8.214,0.555,21,0.1,*keh₂u̯l(o)-,8.213838621645293
457,bone,2.776,1688,8.214,0.338,21,0.1,*konh₂m-,8.213838621645293
458,bone,1.789,1459,8.214,0.218,21,0.1,NA,8.213838621645293
459,bone,0.225,7751,8.214,0.027,21,0.1,NA,8.213838621645293
460,bone,0.415,1440,8.214,0.05,21,0.1,NA,8.213838621645293
472,breathe,8.176,860,8.176,1,33,0.067,*h₂enh₁-,8.213838621645293
473,breathe,5.521,1115,8.176,0.675,33,0.067,*dʰu̯es-,8.213838621645293
474,breathe,5.865,8502,8.176,0.717,33,0.067,*k̑u̯es-,8.213838621645293
475,breathe,4.876,2571,8.176,0.596,33,0.067,NA,8.213838621645293
476,breathe,1.775,192,8.176,0.217,33,0.067,*(h₁)eh₁t-,8.213838621645293
477,breathe,2.766,9858,8.176,0.338,33,0.067,NA,8.213838621645293
478,breathe,4.784,7540,8.176,0.585,33,0.067,*bʰleh₁-,8.213838621645293
479,breathe,3.172,5820,8.176,0.388,33,0.067,*Hi̯eh₁-,8.213838621645293
480,breathe,2.606,8679,8.176,0.319,33,0.067,NA,8.213838621645293
481,breathe,5.19,3738,8.176,0.635,33,0.067,*dʰmeH-,8.213838621645293
482,breathe,4.438,1460,8.176,0.543,33,0.067,?*pneu̯-,8.213838621645293
483,breathe,2.09,8418,8.176,0.256,33,0.067,NA,8.213838621645293
484,breathe,0.117,4185,8.176,0.014,33,0.067,NA,8.213838621645293
485,breathe,0.757,1848,8.176,0.093,33,0.067,NA,8.213838621645293
486,breathe,0.775,367,8.176,0.095,33,0.067,NA,8.213838621645293
505,burn,8.214,368,8.214,1,23,0.067,*dʰegʷʰ-,8.213838621645293
506,burn,6.119,8388,8.214,0.745,23,0.067,*deh₂u̯-,8.213838621645293
507,burn,4.349,193,8.214,0.529,23,0.067,NA,8.213838621645293
508,burn,6.458,12,8.214,0.786,23,0.067,NA,8.213838621645293
509,burn,2.745,2243,8.214,0.334,23,0.067,*gʷʰer-,8.213838621645293
510,burn,5.219,979,8.214,0.635,23,0.067,*leh₂p-,8.213838621645293
511,burn,5.004,1389,8.214,0.609,23,0.067,*h₂eh₁s-,8.213838621645293
512,burn,5.306,1461,8.214,0.646,23,0.067,*k̑eh₂u̯-,8.213838621645293
513,burn,4.26,758,8.214,0.519,23,0.067,*g̑u̯elH-,8.213838621645293
514,burn,3.356,9343,8.214,0.409,23,0.067,NA,8.213838621645293
515,burn,1.546,9342,8.214,0.188,23,0.067,*h₁eu̯s-,8.213838621645293
516,burn,2.176,2242,8.214,0.265,23,0.067,NA,8.213838621645293
517,burn,0.82,2241,8.214,0.1,23,0.067,?*pel-,8.213838621645293
518,burn,2.606,5901,8.214,0.317,23,0.067,NA,8.213838621645293
519,burn,1.837,2478,8.214,0.224,23,0.067,NA,8.213838621645293
528,carry,8.214,5036,8.214,1,34,0.077,*bʰer-,8.213838621645293
529,carry,6.595,7015,8.214,0.803,34,0.077,*gʰrebh₂-,8.213838621645293
530,carry,5.521,5130,8.214,0.672,34,0.077,*h₁nek̑-,8.213838621645293
531,carry,2.957,6380,8.214,0.36,34,0.077,*deu̯k-,8.213838621645293
532,carry,5.004,5343,8.214,0.609,34,0.077,*per-,8.213838621645293
533,carry,2.285,5330,8.214,0.278,34,0.077,*dʰre⁽g̑⁾ʰ-,8.213838621645293
534,carry,2.432,5825,8.214,0.296,34,0.077,NA,8.213838621645293
535,carry,0.86,7422,8.214,0.105,34,0.077,*lembʰ-,8.213838621645293
536,carry,2.033,6787,8.214,0.248,34,0.077,NA,8.213838621645293
537,carry,1.573,6363,8.214,0.191,34,0.077,*h₁legʰ-,8.213838621645293
538,carry,0.225,7752,8.214,0.027,34,0.077,NA,8.213838621645293
539,carry,1.108,6004,8.214,0.135,34,0.077,NA,8.213838621645293
540,carry,0.757,5230,8.214,0.092,34,0.077,*kʷels-,8.213838621645293
562,chest,6.813,2211,6.927,0.983,37,0.062,*bʰreu̯s-,8.213838621645293
563,chest,6.927,4015,6.927,1,37,0.062,*pe⁽k̑⁾tu-,8.213838621645293
564,chest,2.664,2217,6.927,0.385,37,0.062,*pstḗn,8.213838621645293
566,chest,2.72,2213,6.927,0.393,37,0.062,NA,8.213838621645293
567,chest,5.306,8545,6.927,0.766,37,0.062,NA,8.213838621645293
568,chest,4.26,3907,6.927,0.615,37,0.062,NA,8.213838621645293
569,chest,3.578,3740,6.927,0.517,37,0.062,*k̑eh₃(i̯)-,8.213838621645293
570,chest,2.309,2212,6.927,0.333,37,0.062,NA,8.213838621645293
571,chest,6.379,3747,6.927,0.921,37,0.062,*peh₂g̑-,8.213838621645293
572,chest,2.343,9876,6.927,0.338,37,0.062,NA,8.213838621645293
573,chest,5.058,5924,6.927,0.73,37,0.062,*h₁u̯erH-,8.213838621645293
574,chest,2.606,4893,6.927,0.376,37,0.062,NA,8.213838621645293
575,chest,1.835,7199,6.927,0.265,37,0.062,NA,8.213838621645293
576,chest,0.757,6786,6.927,0.109,37,0.062,NA,8.213838621645293
577,chest,0.77,6436,6.927,0.111,37,0.062,NA,8.213838621645293
578,chest,2.894,2215,6.927,0.418,37,0.062,*kreu̯H-,8.213838621645293
599,claw,8.214,5097,8.214,1,35,0.062,*h₃neg⁽ʷ⁾ʰ-,8.213838621645293
600,claw,4.349,5228,8.214,0.529,35,0.062,NA,8.213838621645293
601,claw,3.585,6725,8.214,0.436,35,0.062,*penkʷe,8.213838621645293
602,claw,5.219,6403,8.214,0.635,35,0.062,NA,8.213838621645293
603,claw,2.719,5175,8.214,0.331,35,0.062,NA,8.213838621645293
604,claw,2.474,9134,8.214,0.301,35,0.062,NA,8.213838621645293
605,claw,3.007,6390,8.214,0.366,35,0.062,NA,8.213838621645293
606,claw,1.154,6847,8.214,0.141,35,0.062,NA,8.213838621645293
607,claw,1.573,6517,8.214,0.191,35,0.062,NA,8.213838621645293
608,claw,2.606,5945,8.214,0.317,35,0.062,NA,8.213838621645293
609,claw,0.849,5370,8.214,0.103,35,0.062,NA,8.213838621645293
610,claw,2.664,7103,8.214,0.324,35,0.062,NA,8.213838621645293
611,claw,0.745,6383,8.214,0.091,35,0.062,NA,8.213838621645293
612,claw,1.407,5216,8.214,0.171,35,0.062,NA,8.213838621645293
613,claw,0.99,5205,8.214,0.121,35,0.062,NA,8.213838621645293
614,claw,0.445,5202,8.214,0.054,35,0.062,NA,8.213838621645293
634,cloud,8.214,579,8.214,1,40,0.067,*nebʰ-,8.213838621645293
635,cloud,7.187,760,8.214,0.875,40,0.067,*h₃mei̯gʰ-,8.213838621645293
636,cloud,5.004,862,8.214,0.609,40,0.067,*(s)neu̯dʰ-,8.213838621645293
637,cloud,2.326,1117,8.214,0.283,40,0.067,*h₂u̯elk-,8.213838621645293
638,cloud,3.438,195,8.214,0.419,40,0.067,*u̯elg-,8.213838621645293
639,cloud,2.593,1308,8.214,0.316,40,0.067,NA,8.213838621645293
640,cloud,2.89,1596,8.214,0.352,40,0.067,NA,8.213838621645293
641,cloud,1.833,1222,8.214,0.223,40,0.067,NA,8.213838621645293
642,cloud,3.208,8503,8.214,0.391,40,0.067,NA,8.213838621645293
643,cloud,2.933,981,8.214,0.357,40,0.067,NA,8.213838621645293
644,cloud,1.365,7995,8.214,0.166,40,0.067,NA,8.213838621645293
645,cloud,0.77,5484,8.214,0.094,40,0.067,?*h₃rei̯H-,8.213838621645293
646,cloud,0.86,2481,8.214,0.105,40,0.067,NA,8.213838621645293
647,cloud,0.77,2480,8.214,0.094,40,0.067,*merHk-,8.213838621645293
648,cloud,2.664,2479,8.214,0.324,40,0.067,NA,8.213838621645293
674,cold,7.87,982,7.87,1,26,0.111,*i̯eg̑-,8.213838621645293
675,cold,7.741,14,7.87,0.984,26,0.111,*k̑elH-,8.213838621645293
676,cold,5.242,1690,7.87,0.666,26,0.111,*h₃eu̯g̑-,8.213838621645293
677,cold,2.729,2245,7.87,0.347,26,0.111,"?*g̑ʰéi̯-om, *g̑ʰ(i)i̯-ém-, *g̑ʰi-m-",8.213838621645293
678,cold,4.349,196,7.87,0.553,26,0.111,*⁽g̑⁾el-,8.213838621645293
679,cold,4.872,863,7.87,0.619,26,0.111,*srei̯Hg̑-,8.213838621645293
680,cold,2.713,1118,7.87,0.345,26,0.111,NA,8.213838621645293
681,cold,4.26,761,7.87,0.541,26,0.111,*stembʰH-,8.213838621645293
682,cold,2.72,2485,7.87,0.346,26,0.111,?*steu̯d-,8.213838621645293
683,cold,6.325,5081,7.87,0.804,26,0.111,NA,8.213838621645293
684,cold,3.177,1463,7.87,0.404,26,0.111,NA,8.213838621645293
685,cold,5.306,2484,7.87,0.674,26,0.111,NA,8.213838621645293
686,cold,1.26,8137,7.87,0.16,26,0.111,NA,8.213838621645293
687,cold,2.606,5078,7.87,0.331,26,0.111,NA,8.213838621645293
688,cold,2.664,8386,7.87,0.338,26,0.111,NA,8.213838621645293
689,cold,0.757,8384,7.87,0.096,26,0.111,NA,8.213838621645293
690,cold,2.553,6541,7.87,0.324,26,0.111,*ken-,8.213838621645293
691,cold,0.77,371,7.87,0.098,26,0.111,*teh₂-,8.213838621645293
700,come,8.214,7318,8.214,1,19,0.2,*h₁ei̯-,8.213838621645293
701,come,8.214,7319,8.214,1,19,0.2,*gʷem-,8.213838621645293
702,come,5.306,1464,8.214,0.646,19,0.2,*h₁er-,8.213838621645293
703,come,2.957,9635,8.214,0.36,19,0.2,*h₂eg̑- ,8.213838621645293
704,come,2.776,8321,8.214,0.338,19,0.2,*stei̯gʰ-,8.213838621645293
705,come,2.606,580,8.214,0.317,19,0.2,NA,8.213838621645293
706,come,2.752,372,8.214,0.335,19,0.2,NA,8.213838621645293
708,come,0.757,3240,8.214,0.092,19,0.2,*kʷi̯eu̯-,8.213838621645293
709,come,1.835,2486,8.214,0.223,19,0.2,*sed-,8.213838621645293
710,come,1.573,983,8.214,0.192,19,0.2,*bʰu̯eh₂-,8.213838621645293
719,count,3.199,7321,7.925,0.404,30,0,*meh₁-,8.213838621645293
720,count,7.925,1692,7.925,1,30,0,*h₂rei̯-,8.213838621645293
721,count,5.521,1199,7.925,0.697,30,0,*(s)kʷei̯t-,8.213838621645293
722,count,5.698,2274,7.925,0.719,30,0,*(s)mer-,8.213838621645293
723,count,3.385,864,7.925,0.427,30,0,*pi̯eh₂-,8.213838621645293
724,count,4.349,198,7.925,0.549,30,0,NA,8.213838621645293
725,count,6.325,690,7.925,0.798,30,0,NA,8.213838621645293
726,count,2.728,1223,7.925,0.344,30,0,NA,8.213838621645293
727,count,1.407,1120,7.925,0.178,30,0,*bʰrei̯H-,8.213838621645293
728,count,5.004,2224,7.925,0.631,30,0,*nem-,8.213838621645293
729,count,1.168,984,7.925,0.147,30,0,NA,8.213838621645293
730,count,1.813,6412,7.925,0.229,30,0,NA,8.213838621645293
731,count,1.492,6106,7.925,0.188,30,0,NA,8.213838621645293
732,count,0.77,5490,7.925,0.097,30,0,NA,8.213838621645293
733,count,1.573,5487,7.925,0.198,30,0,NA,8.213838621645293
734,count,1.108,3338,7.925,0.14,30,0,NA,8.213838621645293
749,cry,8.032,6062,8.032,1,44,0,*reu̯dH-,8.213838621645293
750,cry,7.251,6484,8.032,0.903,44,0,*pleh₂g-,8.213838621645293
751,cry,7.845,5042,8.032,0.977,44,0,?*kleh₂u̯-,8.213838621645293
752,cry,3.472,5946,8.032,0.432,44,0,*leh₂-,8.213838621645293
753,cry,4.303,5220,8.032,0.536,44,0,NA,8.213838621645293
754,cry,3.142,8443,8.032,0.391,44,0,NA,8.213838621645293
755,cry,4.349,6339,8.032,0.541,44,0,NA,8.213838621645293
756,cry,5.187,5240,8.032,0.646,44,0,*bʰrem-,8.213838621645293
757,cry,1.779,5331,8.032,0.221,44,0,NA,8.213838621645293
758,cry,0.756,7027,8.032,0.094,44,0,NA,8.213838621645293
759,cry,3.393,6453,8.032,0.422,44,0,NA,8.213838621645293
760,cry,1.168,6416,8.032,0.145,44,0,NA,8.213838621645293
761,cry,0.8,5200,8.032,0.1,44,0,NA,8.213838621645293
762,cry,0.441,9862,8.032,0.055,44,0,NA,8.213838621645293
763,cry,2.773,9631,8.032,0.345,44,0,NA,8.213838621645293
764,cry,4.37,9363,8.032,0.544,44,0,*neu̯(H)-,8.213838621645293
765,cry,1.835,7322,8.032,0.229,44,0,NA,8.213838621645293
767,cry,0.757,7128,8.032,0.094,44,0,NA,8.213838621645293
768,cry,1.977,6421,8.032,0.246,44,0,*g̑eh₂r-,8.213838621645293
793,day,8.214,375,8.214,1,17,0.182,*dei̯-,8.213838621645293
794,day,7.013,8124,8.214,0.854,17,0.182,*(h₂)eg̑ʰ-,8.213838621645293
795,day,7.238,1467,8.214,0.881,17,0.182,*Heh₂m-,8.213838621645293
796,day,4.349,200,8.214,0.529,17,0.182,*dʰegʷʰ-,8.213838621645293
797,day,5.612,691,8.214,0.683,17,0.182,*leu̯k-,8.213838621645293
798,day,1.941,3850,8.214,0.236,17,0.182,*gʷʰer-,8.213838621645293
799,day,5.629,3709,8.214,0.685,17,0.182,NA,8.213838621645293
800,day,2.776,1694,8.214,0.338,17,0.182,*leh₁t-,8.213838621645293
801,day,2.752,8280,8.214,0.335,17,0.182,*deh₂(i̯)-,8.213838621645293
802,day,0.757,3218,8.214,0.092,17,0.182,*bʰeh₂-,8.213838621645293
803,day,2.664,2234,8.214,0.324,17,0.182,*k̑eh₂u̯-,8.213838621645293
810,die,8.211,18,8.211,1,15,0,*mer-,8.213838621645293
811,die,2.285,2250,8.211,0.278,15,0,*(s)dʰerbʰ-,8.213838621645293
812,die,2.611,201,8.211,0.318,15,0,*dʰeu̯-,8.213838621645293
813,die,5.306,1468,8.211,0.646,15,0,*dʰenh₂-,8.213838621645293
814,die,2.752,5258,8.211,0.335,15,0,NA,8.213838621645293
815,die,2.773,3158,8.211,0.338,15,0,*gʷeh₂-,8.213838621645293
816,die,3.507,6456,8.211,0.427,15,0,NA,8.213838621645293
825,dig,7.21,7327,7.21,1,36,0.095,?*k⁽ʷ⁾eh₂-,8.213838621645293
826,dig,4.476,1412,7.21,0.621,36,0.095,*bʰedʰh₂-,8.213838621645293
828,dig,4.349,2587,7.21,0.603,36,0.095,*gʰrebʰ-,8.213838621645293
829,dig,2.723,7700,7.21,0.378,36,0.095,*(s)kep-,8.213838621645293
830,dig,3.382,865,7.21,0.469,36,0.095,*k̑eu̯H-,8.213838621645293
831,dig,5.306,202,7.21,0.736,36,0.095,*skabʰ-,8.213838621645293
832,dig,5.954,763,7.21,0.826,36,0.095,NA,8.213838621645293
833,dig,2.766,9863,7.21,0.384,36,0.095,NA,8.213838621645293
