trait,sens,mean_value,trait_num,max_value,ratio_value_max,n_traits,mean_outgroup
1611,NA,NA,NA,NA,NA,NA,0.069
1615,NA,NA,NA,NA,NA,NA,0.069
1617,NA,NA,NA,NA,NA,NA,0.069
1619,NA,NA,NA,NA,NA,NA,0.069
1620,NA,NA,NA,NA,NA,NA,0.069
1621,NA,NA,NA,NA,NA,NA,0.069
1622,NA,NA,NA,NA,NA,NA,0.069
1623,NA,NA,NA,NA,NA,NA,0.069
1625,NA,NA,NA,NA,NA,NA,0.069
1626,NA,NA,NA,NA,NA,NA,0.069
1627,NA,NA,NA,NA,NA,NA,0.069
1628,NA,NA,NA,NA,NA,NA,0.069
1629,NA,NA,NA,NA,NA,NA,0.069
1630,NA,NA,NA,NA,NA,NA,0.069
1631,NA,NA,NA,NA,NA,NA,0.069
1632,NA,NA,NA,NA,NA,NA,0.069
1633,NA,NA,NA,NA,NA,NA,0.069
1634,NA,NA,NA,NA,NA,NA,0.069
1638,NA,NA,NA,NA,NA,NA,0.069
1639,NA,NA,NA,NA,NA,NA,0.069
1640,NA,NA,NA,NA,NA,NA,0.069
1643,NA,NA,NA,NA,NA,NA,0.069
1644,NA,NA,NA,NA,NA,NA,0.069
1646,NA,NA,NA,NA,NA,NA,0.069
1647,NA,NA,NA,NA,NA,NA,0.069
1648,NA,NA,NA,NA,NA,NA,0.069
1649,NA,NA,NA,NA,NA,NA,0.069
1650,NA,NA,NA,NA,NA,NA,0.069
1651,NA,NA,NA,NA,NA,NA,0.069
1652,NA,NA,NA,NA,NA,NA,0.069
1653,NA,NA,NA,NA,NA,NA,0.069
1656,NA,NA,NA,NA,NA,NA,0.069
1659,NA,NA,NA,NA,NA,NA,0.069
1661,NA,NA,NA,NA,NA,NA,0.069
1662,NA,NA,NA,NA,NA,NA,0.069
1663,NA,NA,NA,NA,NA,NA,0.069
1665,NA,NA,NA,NA,NA,NA,0.069
1669,NA,NA,NA,NA,NA,NA,0.069
1670,NA,NA,NA,NA,NA,NA,0.069
1671,NA,NA,NA,NA,NA,NA,0.069
1674,NA,NA,NA,NA,NA,NA,0.069
1675,NA,NA,NA,NA,NA,NA,0.069
1676,NA,NA,NA,NA,NA,NA,0.069
1677,NA,NA,NA,NA,NA,NA,0.069
1678,NA,NA,NA,NA,NA,NA,0.069
1679,NA,NA,NA,NA,NA,NA,0.069
1680,NA,NA,NA,NA,NA,NA,0.069
1681,NA,NA,NA,NA,NA,NA,0.069
1683,NA,NA,NA,NA,NA,NA,0.069
1684,NA,NA,NA,NA,NA,NA,0.069
1685,NA,NA,NA,NA,NA,NA,0.069
1686,NA,NA,NA,NA,NA,NA,0.069
1690,NA,NA,NA,NA,NA,NA,0.069
1693,NA,NA,NA,NA,NA,NA,0.069
1694,NA,NA,NA,NA,NA,NA,0.069
1695,NA,NA,NA,NA,NA,NA,0.069
1697,NA,NA,NA,NA,NA,NA,0.069
1698,NA,NA,NA,NA,NA,NA,0.069
1699,NA,NA,NA,NA,NA,NA,0.069
1700,NA,NA,NA,NA,NA,NA,0.069
1701,NA,NA,NA,NA,NA,NA,0.069
1702,NA,NA,NA,NA,NA,NA,0.069
1706,NA,NA,NA,NA,NA,NA,0.069
1707,NA,NA,NA,NA,NA,NA,0.069
1708,NA,NA,NA,NA,NA,NA,0.069
1710,NA,NA,NA,NA,NA,NA,0.069
1711,NA,NA,NA,NA,NA,NA,0.069
1712,NA,NA,NA,NA,NA,NA,0.069
1713,NA,NA,NA,NA,NA,NA,0.069
1714,NA,NA,NA,NA,NA,NA,0.069
1715,NA,NA,NA,NA,NA,NA,0.069
1717,NA,NA,NA,NA,NA,NA,0.069
1718,NA,NA,NA,NA,NA,NA,0.069
1721,NA,NA,NA,NA,NA,NA,0.069
1724,NA,NA,NA,NA,NA,NA,0.069
1726,NA,NA,NA,NA,NA,NA,0.069
1727,NA,NA,NA,NA,NA,NA,0.069
1729,NA,NA,NA,NA,NA,NA,0.069
1734,NA,NA,NA,NA,NA,NA,0.069
1735,NA,NA,NA,NA,NA,NA,0.069
1738,NA,NA,NA,NA,NA,NA,0.069
1740,NA,NA,NA,NA,NA,NA,0.069
1741,NA,NA,NA,NA,NA,NA,0.069
1742,NA,NA,NA,NA,NA,NA,0.069
1743,NA,NA,NA,NA,NA,NA,0.069
1744,NA,NA,NA,NA,NA,NA,0.069
1745,NA,NA,NA,NA,NA,NA,0.069
1746,NA,NA,NA,NA,NA,NA,0.069
1747,NA,NA,NA,NA,NA,NA,0.069
1749,NA,NA,NA,NA,NA,NA,0.069
1751,NA,NA,NA,NA,NA,NA,0.069
1756,NA,NA,NA,NA,NA,NA,0.069
1757,NA,NA,NA,NA,NA,NA,0.069
1758,NA,NA,NA,NA,NA,NA,0.069
1759,NA,NA,NA,NA,NA,NA,0.069
1760,NA,NA,NA,NA,NA,NA,0.069
1762,NA,NA,NA,NA,NA,NA,0.069
1765,NA,NA,NA,NA,NA,NA,0.069
1766,NA,NA,NA,NA,NA,NA,0.069
1767,NA,NA,NA,NA,NA,NA,0.069
1768,NA,NA,NA,NA,NA,NA,0.069
1769,NA,NA,NA,NA,NA,NA,0.069
1770,NA,NA,NA,NA,NA,NA,0.069
1771,NA,NA,NA,NA,NA,NA,0.069
1772,NA,NA,NA,NA,NA,NA,0.069
1773,NA,NA,NA,NA,NA,NA,0.069
1774,NA,NA,NA,NA,NA,NA,0.069
1775,NA,NA,NA,NA,NA,NA,0.069
1776,NA,NA,NA,NA,NA,NA,0.069
1778,NA,NA,NA,NA,NA,NA,0.069
1779,NA,NA,NA,NA,NA,NA,0.069
1781,NA,NA,NA,NA,NA,NA,0.069
1782,NA,NA,NA,NA,NA,NA,0.069
1783,NA,NA,NA,NA,NA,NA,0.069
1784,NA,NA,NA,NA,NA,NA,0.069
1785,NA,NA,NA,NA,NA,NA,0.069
1786,NA,NA,NA,NA,NA,NA,0.069
1787,NA,NA,NA,NA,NA,NA,0.069
1788,NA,NA,NA,NA,NA,NA,0.069
1790,NA,NA,NA,NA,NA,NA,0.069
1791,NA,NA,NA,NA,NA,NA,0.069
1792,NA,NA,NA,NA,NA,NA,0.069
1793,NA,NA,NA,NA,NA,NA,0.069
1797,NA,NA,NA,NA,NA,NA,0.069
1798,NA,NA,NA,NA,NA,NA,0.069
1801,NA,NA,NA,NA,NA,NA,0.069
1802,NA,NA,NA,NA,NA,NA,0.069
1803,NA,NA,NA,NA,NA,NA,0.069
1804,NA,NA,NA,NA,NA,NA,0.069
1805,NA,NA,NA,NA,NA,NA,0.069
1806,NA,NA,NA,NA,NA,NA,0.069
1810,NA,NA,NA,NA,NA,NA,0.069
1813,NA,NA,NA,NA,NA,NA,0.069
1816,NA,NA,NA,NA,NA,NA,0.069
1818,NA,NA,NA,NA,NA,NA,0.069
1819,NA,NA,NA,NA,NA,NA,0.069
1821,NA,NA,NA,NA,NA,NA,0.069
1822,NA,NA,NA,NA,NA,NA,0.069
1823,NA,NA,NA,NA,NA,NA,0.069
1824,NA,NA,NA,NA,NA,NA,0.069
1825,NA,NA,NA,NA,NA,NA,0.069
1826,NA,NA,NA,NA,NA,NA,0.069
1827,NA,NA,NA,NA,NA,NA,0.069
1828,NA,NA,NA,NA,NA,NA,0.069
1829,NA,NA,NA,NA,NA,NA,0.069
1830,NA,NA,NA,NA,NA,NA,0.069
1831,NA,NA,NA,NA,NA,NA,0.069
1832,NA,NA,NA,NA,NA,NA,0.069
1833,NA,NA,NA,NA,NA,NA,0.069
1834,NA,NA,NA,NA,NA,NA,0.069
1835,NA,NA,NA,NA,NA,NA,0.069
1836,NA,NA,NA,NA,NA,NA,0.069
1838,NA,NA,NA,NA,NA,NA,0.069
1840,NA,NA,NA,NA,NA,NA,0.069
1841,NA,NA,NA,NA,NA,NA,0.069
1842,NA,NA,NA,NA,NA,NA,0.069
1843,NA,NA,NA,NA,NA,NA,0.069
1844,NA,NA,NA,NA,NA,NA,0.069
1845,NA,NA,NA,NA,NA,NA,0.069
1846,NA,NA,NA,NA,NA,NA,0.069
1847,NA,NA,NA,NA,NA,NA,0.069
1848,NA,NA,NA,NA,NA,NA,0.069
1850,NA,NA,NA,NA,NA,NA,0.069
1851,NA,NA,NA,NA,NA,NA,0.069
1852,NA,NA,NA,NA,NA,NA,0.069
1853,NA,NA,NA,NA,NA,NA,0.069
1854,NA,NA,NA,NA,NA,NA,0.069
1855,NA,NA,NA,NA,NA,NA,0.069
1856,NA,NA,NA,NA,NA,NA,0.069
1857,NA,NA,NA,NA,NA,NA,0.069
1858,NA,NA,NA,NA,NA,NA,0.069
1861,NA,NA,NA,NA,NA,NA,0.069
1863,NA,NA,NA,NA,NA,NA,0.069
1864,NA,NA,NA,NA,NA,NA,0.069
1865,NA,NA,NA,NA,NA,NA,0.069
1867,NA,NA,NA,NA,NA,NA,0.069
1869,NA,NA,NA,NA,NA,NA,0.069
1870,NA,NA,NA,NA,NA,NA,0.069
1871,NA,NA,NA,NA,NA,NA,0.069
1872,NA,NA,NA,NA,NA,NA,0.069
1874,NA,NA,NA,NA,NA,NA,0.069
1876,NA,NA,NA,NA,NA,NA,0.069
1877,NA,NA,NA,NA,NA,NA,0.069
1878,NA,NA,NA,NA,NA,NA,0.069
1879,NA,NA,NA,NA,NA,NA,0.069
1882,NA,NA,NA,NA,NA,NA,0.069
1883,NA,NA,NA,NA,NA,NA,0.069
1884,NA,NA,NA,NA,NA,NA,0.069
1885,NA,NA,NA,NA,NA,NA,0.069
1888,NA,NA,NA,NA,NA,NA,0.069
1890,NA,NA,NA,NA,NA,NA,0.069
1891,NA,NA,NA,NA,NA,NA,0.069
1893,NA,NA,NA,NA,NA,NA,0.069
1894,NA,NA,NA,NA,NA,NA,0.069
1896,NA,NA,NA,NA,NA,NA,0.069
1897,NA,NA,NA,NA,NA,NA,0.069
1899,NA,NA,NA,NA,NA,NA,0.069
1900,NA,NA,NA,NA,NA,NA,0.069
1902,NA,NA,NA,NA,NA,NA,0.069
1903,NA,NA,NA,NA,NA,NA,0.069
1904,NA,NA,NA,NA,NA,NA,0.069
1905,NA,NA,NA,NA,NA,NA,0.069
1906,NA,NA,NA,NA,NA,NA,0.069
1907,NA,NA,NA,NA,NA,NA,0.069
1908,NA,NA,NA,NA,NA,NA,0.069
1909,NA,NA,NA,NA,NA,NA,0.069
1910,NA,NA,NA,NA,NA,NA,0.069
1911,NA,NA,NA,NA,NA,NA,0.069
1912,NA,NA,NA,NA,NA,NA,0.069
1913,NA,NA,NA,NA,NA,NA,0.069
1914,NA,NA,NA,NA,NA,NA,0.069
1915,NA,NA,NA,NA,NA,NA,0.069
1916,NA,NA,NA,NA,NA,NA,0.069
1917,NA,NA,NA,NA,NA,NA,0.069
1918,NA,NA,NA,NA,NA,NA,0.069
1919,NA,NA,NA,NA,NA,NA,0.069
1920,NA,NA,NA,NA,NA,NA,0.069
1921,NA,NA,NA,NA,NA,NA,0.069
1922,NA,NA,NA,NA,NA,NA,0.069
1923,NA,NA,NA,NA,NA,NA,0.069
1924,NA,NA,NA,NA,NA,NA,0.069
1926,NA,NA,NA,NA,NA,NA,0.069
1928,NA,NA,NA,NA,NA,NA,0.069
1929,NA,NA,NA,NA,NA,NA,0.069
1930,NA,NA,NA,NA,NA,NA,0.069
1931,NA,NA,NA,NA,NA,NA,0.069
1933,NA,NA,NA,NA,NA,NA,0.069
1934,NA,NA,NA,NA,NA,NA,0.069
1935,NA,NA,NA,NA,NA,NA,0.069
1936,NA,NA,NA,NA,NA,NA,0.069
1937,NA,NA,NA,NA,NA,NA,0.069
1938,NA,NA,NA,NA,NA,NA,0.069
1941,NA,NA,NA,NA,NA,NA,0.069
1942,NA,NA,NA,NA,NA,NA,0.069
1943,NA,NA,NA,NA,NA,NA,0.069
1944,NA,NA,NA,NA,NA,NA,0.069
1946,NA,NA,NA,NA,NA,NA,0.069
1948,NA,NA,NA,NA,NA,NA,0.069
1950,NA,NA,NA,NA,NA,NA,0.069
1951,NA,NA,NA,NA,NA,NA,0.069
1953,NA,NA,NA,NA,NA,NA,0.069
1954,NA,NA,NA,NA,NA,NA,0.069
1955,NA,NA,NA,NA,NA,NA,0.069
1956,NA,NA,NA,NA,NA,NA,0.069
1957,NA,NA,NA,NA,NA,NA,0.069
1958,NA,NA,NA,NA,NA,NA,0.069
1959,NA,NA,NA,NA,NA,NA,0.069
1960,NA,NA,NA,NA,NA,NA,0.069
1961,NA,NA,NA,NA,NA,NA,0.069
1962,NA,NA,NA,NA,NA,NA,0.069
1963,NA,NA,NA,NA,NA,NA,0.069
1964,NA,NA,NA,NA,NA,NA,0.069
1966,NA,NA,NA,NA,NA,NA,0.069
1969,NA,NA,NA,NA,NA,NA,0.069
1970,NA,NA,NA,NA,NA,NA,0.069
1971,NA,NA,NA,NA,NA,NA,0.069
1972,NA,NA,NA,NA,NA,NA,0.069
1973,NA,NA,NA,NA,NA,NA,0.069
1974,NA,NA,NA,NA,NA,NA,0.069
1975,NA,NA,NA,NA,NA,NA,0.069
1976,NA,NA,NA,NA,NA,NA,0.069
1977,NA,NA,NA,NA,NA,NA,0.069
1978,NA,NA,NA,NA,NA,NA,0.069
1980,NA,NA,NA,NA,NA,NA,0.069
1982,NA,NA,NA,NA,NA,NA,0.069
1984,NA,NA,NA,NA,NA,NA,0.069
1988,NA,NA,NA,NA,NA,NA,0.069
1989,NA,NA,NA,NA,NA,NA,0.069
1990,NA,NA,NA,NA,NA,NA,0.069
1991,NA,NA,NA,NA,NA,NA,0.069
1992,NA,NA,NA,NA,NA,NA,0.069
1993,NA,NA,NA,NA,NA,NA,0.069
1994,NA,NA,NA,NA,NA,NA,0.069
1995,NA,NA,NA,NA,NA,NA,0.069
1996,NA,NA,NA,NA,NA,NA,0.069
1997,NA,NA,NA,NA,NA,NA,0.069
1998,NA,NA,NA,NA,NA,NA,0.069
1999,NA,NA,NA,NA,NA,NA,0.069
2000,NA,NA,NA,NA,NA,NA,0.069
2001,NA,NA,NA,NA,NA,NA,0.069
2002,NA,NA,NA,NA,NA,NA,0.069
2003,NA,NA,NA,NA,NA,NA,0.069
2004,NA,NA,NA,NA,NA,NA,0.069
2005,NA,NA,NA,NA,NA,NA,0.069
2007,NA,NA,NA,NA,NA,NA,0.069
2010,NA,NA,NA,NA,NA,NA,0.069
2012,NA,NA,NA,NA,NA,NA,0.069
2013,NA,NA,NA,NA,NA,NA,0.069
2014,NA,NA,NA,NA,NA,NA,0.069
2015,NA,NA,NA,NA,NA,NA,0.069
2016,NA,NA,NA,NA,NA,NA,0.069
2017,NA,NA,NA,NA,NA,NA,0.069
2018,NA,NA,NA,NA,NA,NA,0.069
2019,NA,NA,NA,NA,NA,NA,0.069
2021,NA,NA,NA,NA,NA,NA,0.069
2022,NA,NA,NA,NA,NA,NA,0.069
2023,NA,NA,NA,NA,NA,NA,0.069
2024,NA,NA,NA,NA,NA,NA,0.069
2025,NA,NA,NA,NA,NA,NA,0.069
2028,NA,NA,NA,NA,NA,NA,0.069
2029,NA,NA,NA,NA,NA,NA,0.069
2031,NA,NA,NA,NA,NA,NA,0.069
2032,NA,NA,NA,NA,NA,NA,0.069
2033,NA,NA,NA,NA,NA,NA,0.069
2034,NA,NA,NA,NA,NA,NA,0.069
2037,NA,NA,NA,NA,NA,NA,0.069
2038,NA,NA,NA,NA,NA,NA,0.069
2039,NA,NA,NA,NA,NA,NA,0.069
2040,NA,NA,NA,NA,NA,NA,0.069
2041,NA,NA,NA,NA,NA,NA,0.069
2043,NA,NA,NA,NA,NA,NA,0.069
2044,NA,NA,NA,NA,NA,NA,0.069
2045,NA,NA,NA,NA,NA,NA,0.069
2046,NA,NA,NA,NA,NA,NA,0.069
2047,NA,NA,NA,NA,NA,NA,0.069
2048,NA,NA,NA,NA,NA,NA,0.069
2049,NA,NA,NA,NA,NA,NA,0.069
2050,NA,NA,NA,NA,NA,NA,0.069
2052,NA,NA,NA,NA,NA,NA,0.069
2053,NA,NA,NA,NA,NA,NA,0.069
2054,NA,NA,NA,NA,NA,NA,0.069
2055,NA,NA,NA,NA,NA,NA,0.069
2056,NA,NA,NA,NA,NA,NA,0.069
2058,NA,NA,NA,NA,NA,NA,0.069
2060,NA,NA,NA,NA,NA,NA,0.069
2062,NA,NA,NA,NA,NA,NA,0.069
2063,NA,NA,NA,NA,NA,NA,0.069
2064,NA,NA,NA,NA,NA,NA,0.069
2069,NA,NA,NA,NA,NA,NA,0.069
2070,NA,NA,NA,NA,NA,NA,0.069
2071,NA,NA,NA,NA,NA,NA,0.069
2072,NA,NA,NA,NA,NA,NA,0.069
2073,NA,NA,NA,NA,NA,NA,0.069
2076,NA,NA,NA,NA,NA,NA,0.069
2078,NA,NA,NA,NA,NA,NA,0.069
2079,NA,NA,NA,NA,NA,NA,0.069
2080,NA,NA,NA,NA,NA,NA,0.069
2081,NA,NA,NA,NA,NA,NA,0.069
2082,NA,NA,NA,NA,NA,NA,0.069
2083,NA,NA,NA,NA,NA,NA,0.069
2084,NA,NA,NA,NA,NA,NA,0.069
2087,NA,NA,NA,NA,NA,NA,0.069
2088,NA,NA,NA,NA,NA,NA,0.069
2089,NA,NA,NA,NA,NA,NA,0.069
2090,NA,NA,NA,NA,NA,NA,0.069
2091,NA,NA,NA,NA,NA,NA,0.069
2092,NA,NA,NA,NA,NA,NA,0.069
2093,NA,NA,NA,NA,NA,NA,0.069
2094,NA,NA,NA,NA,NA,NA,0.069
2095,NA,NA,NA,NA,NA,NA,0.069
2097,NA,NA,NA,NA,NA,NA,0.069
2098,NA,NA,NA,NA,NA,NA,0.069
2103,NA,NA,NA,NA,NA,NA,0.069
2105,NA,NA,NA,NA,NA,NA,0.069
2106,NA,NA,NA,NA,NA,NA,0.069
2109,NA,NA,NA,NA,NA,NA,0.069
2110,NA,NA,NA,NA,NA,NA,0.069
2111,NA,NA,NA,NA,NA,NA,0.069
2112,NA,NA,NA,NA,NA,NA,0.069
2113,NA,NA,NA,NA,NA,NA,0.069
2114,NA,NA,NA,NA,NA,NA,0.069
2115,NA,NA,NA,NA,NA,NA,0.069
2116,NA,NA,NA,NA,NA,NA,0.069
2119,NA,NA,NA,NA,NA,NA,0.069
2122,NA,NA,NA,NA,NA,NA,0.069
2123,NA,NA,NA,NA,NA,NA,0.069
2124,NA,NA,NA,NA,NA,NA,0.069
2125,NA,NA,NA,NA,NA,NA,0.069
2127,NA,NA,NA,NA,NA,NA,0.069
2129,NA,NA,NA,NA,NA,NA,0.069
2130,NA,NA,NA,NA,NA,NA,0.069
2131,NA,NA,NA,NA,NA,NA,0.069
2132,NA,NA,NA,NA,NA,NA,0.069
2133,NA,NA,NA,NA,NA,NA,0.069
2134,NA,NA,NA,NA,NA,NA,0.069
2135,NA,NA,NA,NA,NA,NA,0.069
2136,NA,NA,NA,NA,NA,NA,0.069
2137,NA,NA,NA,NA,NA,NA,0.069
2138,NA,NA,NA,NA,NA,NA,0.069
2139,NA,NA,NA,NA,NA,NA,0.069
2140,NA,NA,NA,NA,NA,NA,0.069
2141,NA,NA,NA,NA,NA,NA,0.069
2142,NA,NA,NA,NA,NA,NA,0.069
2143,NA,NA,NA,NA,NA,NA,0.069
2144,NA,NA,NA,NA,NA,NA,0.069
2147,NA,NA,NA,NA,NA,NA,0.069
2149,NA,NA,NA,NA,NA,NA,0.069
2152,NA,NA,NA,NA,NA,NA,0.069
2154,NA,NA,NA,NA,NA,NA,0.069
2155,NA,NA,NA,NA,NA,NA,0.069
2156,NA,NA,NA,NA,NA,NA,0.069
2157,NA,NA,NA,NA,NA,NA,0.069
2158,NA,NA,NA,NA,NA,NA,0.069
2159,NA,NA,NA,NA,NA,NA,0.069
2160,NA,NA,NA,NA,NA,NA,0.069
2161,NA,NA,NA,NA,NA,NA,0.069
2164,NA,NA,NA,NA,NA,NA,0.069
2165,NA,NA,NA,NA,NA,NA,0.069
2166,NA,NA,NA,NA,NA,NA,0.069
2167,NA,NA,NA,NA,NA,NA,0.069
2168,NA,NA,NA,NA,NA,NA,0.069
2169,NA,NA,NA,NA,NA,NA,0.069
2170,NA,NA,NA,NA,NA,NA,0.069
2174,NA,NA,NA,NA,NA,NA,0.069
2177,NA,NA,NA,NA,NA,NA,0.069
2178,NA,NA,NA,NA,NA,NA,0.069
2179,NA,NA,NA,NA,NA,NA,0.069
2180,NA,NA,NA,NA,NA,NA,0.069
2181,NA,NA,NA,NA,NA,NA,0.069
2182,NA,NA,NA,NA,NA,NA,0.069
2183,NA,NA,NA,NA,NA,NA,0.069
2184,NA,NA,NA,NA,NA,NA,0.069
2185,NA,NA,NA,NA,NA,NA,0.069
2186,NA,NA,NA,NA,NA,NA,0.069
2187,NA,NA,NA,NA,NA,NA,0.069
2190,NA,NA,NA,NA,NA,NA,0.069
2191,NA,NA,NA,NA,NA,NA,0.069
2193,NA,NA,NA,NA,NA,NA,0.069
2194,NA,NA,NA,NA,NA,NA,0.069
2196,NA,NA,NA,NA,NA,NA,0.069
2197,NA,NA,NA,NA,NA,NA,0.069
2199,NA,NA,NA,NA,NA,NA,0.069
2200,NA,NA,NA,NA,NA,NA,0.069
2201,NA,NA,NA,NA,NA,NA,0.069
2202,NA,NA,NA,NA,NA,NA,0.069
2203,NA,NA,NA,NA,NA,NA,0.069
2204,NA,NA,NA,NA,NA,NA,0.069
2205,NA,NA,NA,NA,NA,NA,0.069
2208,NA,NA,NA,NA,NA,NA,0.069
2209,NA,NA,NA,NA,NA,NA,0.069
2211,NA,NA,NA,NA,NA,NA,0.069
2213,NA,NA,NA,NA,NA,NA,0.069
2214,NA,NA,NA,NA,NA,NA,0.069
2215,NA,NA,NA,NA,NA,NA,0.069
2216,NA,NA,NA,NA,NA,NA,0.069
2221,NA,NA,NA,NA,NA,NA,0.069
2222,NA,NA,NA,NA,NA,NA,0.069
2223,NA,NA,NA,NA,NA,NA,0.069
2224,NA,NA,NA,NA,NA,NA,0.069
2227,NA,NA,NA,NA,NA,NA,0.069
2228,NA,NA,NA,NA,NA,NA,0.069
2229,NA,NA,NA,NA,NA,NA,0.069
2230,NA,NA,NA,NA,NA,NA,0.069
2233,NA,NA,NA,NA,NA,NA,0.069
2234,NA,NA,NA,NA,NA,NA,0.069
2235,NA,NA,NA,NA,NA,NA,0.069
2236,NA,NA,NA,NA,NA,NA,0.069
2237,NA,NA,NA,NA,NA,NA,0.069
2238,NA,NA,NA,NA,NA,NA,0.069
2239,NA,NA,NA,NA,NA,NA,0.069
2242,NA,NA,NA,NA,NA,NA,0.069
2245,NA,NA,NA,NA,NA,NA,0.069
2246,NA,NA,NA,NA,NA,NA,0.069
2247,NA,NA,NA,NA,NA,NA,0.069
2248,NA,NA,NA,NA,NA,NA,0.069
2249,NA,NA,NA,NA,NA,NA,0.069
2250,NA,NA,NA,NA,NA,NA,0.069
2251,NA,NA,NA,NA,NA,NA,0.069
2252,NA,NA,NA,NA,NA,NA,0.069
2254,NA,NA,NA,NA,NA,NA,0.069
2256,NA,NA,NA,NA,NA,NA,0.069
2257,NA,NA,NA,NA,NA,NA,0.069
2258,NA,NA,NA,NA,NA,NA,0.069
2259,NA,NA,NA,NA,NA,NA,0.069
2260,NA,NA,NA,NA,NA,NA,0.069
2261,NA,NA,NA,NA,NA,NA,0.069
2262,NA,NA,NA,NA,NA,NA,0.069
2263,NA,NA,NA,NA,NA,NA,0.069
2265,NA,NA,NA,NA,NA,NA,0.069
2267,NA,NA,NA,NA,NA,NA,0.069
2270,NA,NA,NA,NA,NA,NA,0.069
2274,NA,NA,NA,NA,NA,NA,0.069
2276,NA,NA,NA,NA,NA,NA,0.069
2277,NA,NA,NA,NA,NA,NA,0.069
2278,NA,NA,NA,NA,NA,NA,0.069
2279,NA,NA,NA,NA,NA,NA,0.069
2280,NA,NA,NA,NA,NA,NA,0.069
2281,NA,NA,NA,NA,NA,NA,0.069
2287,NA,NA,NA,NA,NA,NA,0.069
2288,NA,NA,NA,NA,NA,NA,0.069
2289,NA,NA,NA,NA,NA,NA,0.069
2290,NA,NA,NA,NA,NA,NA,0.069
2291,NA,NA,NA,NA,NA,NA,0.069
2292,NA,NA,NA,NA,NA,NA,0.069
2293,NA,NA,NA,NA,NA,NA,0.069
2294,NA,NA,NA,NA,NA,NA,0.069
2295,NA,NA,NA,NA,NA,NA,0.069
2296,NA,NA,NA,NA,NA,NA,0.069
2297,NA,NA,NA,NA,NA,NA,0.069
2298,NA,NA,NA,NA,NA,NA,0.069
2299,NA,NA,NA,NA,NA,NA,0.069
2300,NA,NA,NA,NA,NA,NA,0.069
2301,NA,NA,NA,NA,NA,NA,0.069
2303,NA,NA,NA,NA,NA,NA,0.069
2308,NA,NA,NA,NA,NA,NA,0.069
2309,NA,NA,NA,NA,NA,NA,0.069
2310,NA,NA,NA,NA,NA,NA,0.069
2313,NA,NA,NA,NA,NA,NA,0.069
2314,NA,NA,NA,NA,NA,NA,0.069
2315,NA,NA,NA,NA,NA,NA,0.069
2317,NA,NA,NA,NA,NA,NA,0.069
2318,NA,NA,NA,NA,NA,NA,0.069
2319,NA,NA,NA,NA,NA,NA,0.069
2320,NA,NA,NA,NA,NA,NA,0.069
2323,NA,NA,NA,NA,NA,NA,0.069
2324,NA,NA,NA,NA,NA,NA,0.069
2325,NA,NA,NA,NA,NA,NA,0.069
2327,NA,NA,NA,NA,NA,NA,0.069
2329,NA,NA,NA,NA,NA,NA,0.069
2330,NA,NA,NA,NA,NA,NA,0.069
2331,NA,NA,NA,NA,NA,NA,0.069
2333,NA,NA,NA,NA,NA,NA,0.069
2335,NA,NA,NA,NA,NA,NA,0.069
2336,NA,NA,NA,NA,NA,NA,0.069
2337,NA,NA,NA,NA,NA,NA,0.069
2338,NA,NA,NA,NA,NA,NA,0.069
2339,NA,NA,NA,NA,NA,NA,0.069
2340,NA,NA,NA,NA,NA,NA,0.069
2341,NA,NA,NA,NA,NA,NA,0.069
2342,NA,NA,NA,NA,NA,NA,0.069
2343,NA,NA,NA,NA,NA,NA,0.069
2347,NA,NA,NA,NA,NA,NA,0.069
2350,NA,NA,NA,NA,NA,NA,0.069
2351,NA,NA,NA,NA,NA,NA,0.069
2353,NA,NA,NA,NA,NA,NA,0.069
2355,NA,NA,NA,NA,NA,NA,0.069
2356,NA,NA,NA,NA,NA,NA,0.069
2357,NA,NA,NA,NA,NA,NA,0.069
2358,NA,NA,NA,NA,NA,NA,0.069
2359,NA,NA,NA,NA,NA,NA,0.069
2360,NA,NA,NA,NA,NA,NA,0.069
2361,NA,NA,NA,NA,NA,NA,0.069
2362,NA,NA,NA,NA,NA,NA,0.069
2363,NA,NA,NA,NA,NA,NA,0.069
2364,NA,NA,NA,NA,NA,NA,0.069
2366,NA,NA,NA,NA,NA,NA,0.069
2368,NA,NA,NA,NA,NA,NA,0.069
2369,NA,NA,NA,NA,NA,NA,0.069
2372,NA,NA,NA,NA,NA,NA,0.069
2373,NA,NA,NA,NA,NA,NA,0.069
2374,NA,NA,NA,NA,NA,NA,0.069
2375,NA,NA,NA,NA,NA,NA,0.069
2376,NA,NA,NA,NA,NA,NA,0.069
2378,NA,NA,NA,NA,NA,NA,0.069
2379,NA,NA,NA,NA,NA,NA,0.069
2380,NA,NA,NA,NA,NA,NA,0.069
2381,NA,NA,NA,NA,NA,NA,0.069
2382,NA,NA,NA,NA,NA,NA,0.069
2383,NA,NA,NA,NA,NA,NA,0.069
2384,NA,NA,NA,NA,NA,NA,0.069
2385,NA,NA,NA,NA,NA,NA,0.069
2386,NA,NA,NA,NA,NA,NA,0.069
2387,NA,NA,NA,NA,NA,NA,0.069
2388,NA,NA,NA,NA,NA,NA,0.069
2389,NA,NA,NA,NA,NA,NA,0.069
2391,NA,NA,NA,NA,NA,NA,0.069
2393,NA,NA,NA,NA,NA,NA,0.069
2394,NA,NA,NA,NA,NA,NA,0.069
